id,latitude,longitude,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,comments
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Couldnt get any betterThe apartment itself is great it has everything you could needBesides that the neighborhood itself is very friendly fill with family life energy Really close to a supermarket some convenience stores and train stations you will feel like home from the first moment and if you forget to pack something you could easily get it
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,The apartment is bigger than it looks in the pictures Perfect for a couple Clean well maintained safe and with lot of useful information As Westerners we found the tatami floor to have a strange smell but we later discovered that every tatami room have the same smell It is located about 10 min on foot from subway station JR pass not valid on this line and within walking distance from supermarket shops and restaurants Overall we had a great experience and wed recommend it to anybody traveling to Tokyo
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,The appartement is perfect for a couple It is a bit small but the really furniture which is really complete makes up for it everything you need in tne everyday life is provided We also enjoyed  the neighbourhood a lot it is a charming place close to the principal cities of tokyoThanks for letting us stay we will visit again
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We had a terrific stay at Yoshimi and Mareks lovely apartment  Everything was brand new organized and tidy and we had all the comforts and conveniences we needed  The Survival Kit they left for us was packed with information on the home and the neighborhood and even included emergency numbers and other details that we had not seen at other rentals  The apartment is Japanese in scale small by our American standards but everything is designed so well that it was quite comfortable for our family of 4  The neighborhood wasnt particularly picturesque but it was definitely convenient and interesting  Great value and a great stay
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We loved our stay at the Oshiage Holiday Apartment  The apartment was very nice very comfortable and spotless  We really liked the location close the the Sumida River and Asakusa and right beneath the new Tokyo SkyTree  The neighborhood is very quiet and peaceful but theres lots of good food and drink around as well  The apartment has very new amenities  We really appreciated the coffee and tea selections available in the kitchen when we arrived  Wed definitely stay here again on our next visit to Tokyo
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We loved saying at the Oshiage Holiday Apt The place is bigger than we expected  after staying in shoe box room in Hong Kong and we were very comfortable  Although the apt is not located in neighborhood that you might normally visit it was easy to get to from there around the cityWe would definitely stay there againWill  
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,This was our first time to Tokyo so the apartment was a bit hard to find at first  Other than that everything else was great  The apartment was clean and well organized  There was enough space for a family of 4 and accommodations were comfortable and cozy  All amenities we needed such as dryer towels kettle microwave fridge etc were in place Over all we had a wonderful stay at Oshiage Holiday Apartment and would not hesitate to stay there again  
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Yoshimi and Mareks Oshiage apartment was an excellent choice  Upon arrival it was a bit difficult to find the apartment despite using Google maps walking directions  Fortunately the locals were friendly enough to help us find our way despite my broken Japanese  When finally finding our apartment we were so impressed at the binder of information about not only Tokyo sites but more importantly the use of the traditional style yet modern apartment  It is also nice that stepping out of the door the Tokyo sky tree can be seen and it is only a 10 minute walk to this popular tourist destination because it is right next to the Oshiage train stationAlthough the accomodations are not large I am used to living in small spaces in Europe and have stayed in even smaller hotel rooms in Hong Kong  Words cannot explain how comfortable I felt staying at this apartment which is truly important after a long day of traveling and hectic crowds of TokyoEven if we did not get a chance to meet Yoshimi or Marek we all felt they are friendly individuals due to the details they provided in making our Tokyo holidays memorable
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Yoshimi  Marek are great hosts starting with their excellent communication and apartment  The apartment was clean and as described  They provide instructions on setting up the beds using the heatair conditioning using the bathshower the toilet microwave and even the washer machine  The apartment was stocked with towels soap shampoo toothbrushes and even soap for the washing machine  The wifi worked flawlessly as well  The apartment is a great size for Japan but small for most westerners  My father and I were able to stay comfortably  The location of the apartment is about 10 minutes away from Oshiage station where there is the Sky Tree as well  Overall my experience was great and I would definitely stay at the Oshiage Holiday Apartment again
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We found the place fantastic It was spotlessly clean and the survival guide was really great with wonderful restaurant suggestions and ideas for our visit Our hosts were great and very helpful It is a quite a cool experience to leave the apartment and see the giant Skytree in front of youThankyou Yoshimi and Marek for a wonderful stay It was greatly appreciated
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Our stay at the Oshiage Holiday Apartment was excellent  Yoshimi and Marek forewarned us that it may be a little tight for four of us but we found that it fit us just fine  Its the most efficient apartment weve ever seen  The neighborhood is nice and quiet but the transit access is great and it is within walking distance of the Asakusa area  Unfortunately the Tokyo Skytree hadnt opened yet during our stay but once it does that will make this apartment even more appealingThanks for everything
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We stay three nights at this place Everything when well When we had a problem with the internet Yoshimi directly buy a new system to fix itThe appartment is very quiet and near a train station as well as the new Skytree buildingI recommand this choice To be honnest it is more for two than three peoples but we stay at three and it was ok tooPhilippe from Montreal
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Great place to stay  quiet neighborhood and not far from the subway Allot of convenient shops walking distance including a major supermarket   It was great being able to shop and cook our food as the place had everything you need to do so The subway system in Tokyo also made this place great as everything was just a train ride away once you figure out the map I would defiantly recommend this place to anyone who is lucky enough to be browsing this  
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Great appartment reasonably close to transportation The appartment is beautifully presented and spacious The bathroom was a joy to soak in after a day of sightseeing and the nearby supermarket was an amazing experience When we return will certainly stay here again
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,My friend Kara and I stayed in Yoshimi and Mareks holiday apartment in April 2012 The apartement was quite difficult to find even though we had written down directions from google maps and asked several people for help In the end someone from a store was able to find the place on a map and actually walked us to it so we knew where it was The instructions about finding the key for the door were also not specific enough so we looked around for a long time before we found them We also called Yoshimi and Marek on the phone number they had provided us with incase we needed assistance because we could not find the key and they did not answer or return this call at any time during our stay Apart from this the apartment was very nice It was clean had clear instructions a tourist folder with lots of useful information and wifi We enjoyed our stay and liked it mostly because it was so close to the Sky Tree which was great to seeKittie and Kara
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We stayed at Yoshimi  Mareks place for five days and everything work out perfectly The place was clean and had everything we needed We never actually met our hosts but we had contact over email and that worked fine they answered really quick when we had questions and were keen to help out Would definately recommend this place and Yoshimi and Marek as hosts Thanks
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,The apartment is in a typical japanese neighborhood which we enjoyed greatly It was easy to find by following the walking instructions from Oshiage station  Exit B3 given by google maps The key was exactly where the description said it was The apartment is very clean and feels japanese We enjoyed the smell of the tatami mats The futon was more comfortable than we expected but maybe that was because we were used to the beds in Vanuatu guest houses All the appliances as well as the WiFi worked flawlessly We did not meet our hosts but we had all the information we could possibly need organized very clearly in the survival guide We highly recommend this apartment and will try to stay there again on our next visit to Tokyo
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Notre séjours à Oshiage a été excellent Beaucoup de difficultés pour trouver lappartement mais heureusement Marek nous a laissé son numéro de téléphone et est même venue nous chercherA part ça lappartement est juste ce quil faut pour 4 personnes maximum Dormir sur les futons fut une révélation quel bien fou ça fait Lappartement est propre est tout est mis à disposition machine à laver séchelinge four réfrigérateur douche avec savon et shampoing climatiseur internetDe plus je trouve que lappartement est bien situé ok il est assez éloigné de Tokyo la grande ville mais on trouve de tout à proximité de lappart avec 2 Lawson à quelques mètres des petits resto la gare et son SkyTreeEn bref le Oshiage Holiday Apartment est un très bon choix pour ceux qui ne veulent pas payer une fortune pour se loger à Tokyo  Le truc cest quil faut prendre ses marques dans le métro et ça roule Le quartier est très sûr même tard le soir donc on peut en profiter au maximum
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We had a great time in the apartment it is spacious comfortable and has all the commodities one could wish for loved the bathroom and the living room filled with lightThe apartment is a ten minute walk from the underground and exploring the neighbourhood led us to find one of the best cake shops just around the corner Highly recommended 
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Two of us stayed in this apartment and thoroughly enjoyed our stay  The place was very clean and had a lovely traditionalstyle living room  There was enough room for the two of usLocationwise we were very happy  The Sky Tree tower is just a 10 minute walk from the apartment which is excellent for transport links and well worth taking a trip to the top for panoramic views of the city  The resturants and shops in the Sky Tree complex are excellent too  Yoshimi and Marek were always swift at replying to my messages  While we didnt meet them on arrival there was a detailed info pack for us to read on arrival which worked well  We got to meet Marek on the final day and found him to be really friendlyI would certainly choose to stay here again 
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Yoshimi and Marek apartment was a wonderful place to stay The distance from the train station was reasonable and it settles in a very quiet area where we can observe the locals definitely a unique experience Their place were nice and clean and had everything we needed to stay a week We fit 4 people nice and cozy Check in and check out were flexible and very easy 
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Me and my family stayed at this Oshiage Holiday Apartment from 18102410 and we enjoyed our stay tremendously The apartment allowed us space to move around as compared to a hotel room We were extremely happy and impressed with the apartment as it came along with a lot of amenities such as a washing machinea kitchen equipped with all necessary cooking utensils The apartment is just a mere 9 minutes walk to Oshiage Station which houses the newest landmark in Tokyo which is the Skytree There are a lot of convenient shops for your late night hunger pangs after a long day out touring Tokyomy family and I would highly recommend this lovely apartment instead of a hotel room This place is highlySuitable for traveling families or perhaps just a lovely couple on a honeymoon The hosts was very generous to have allowed us to check out late as we had a midnight departure flight They were very friendly and accommodating We enjoyed our trip immensely mainly due to our right decision in choosing this apartmentmom and dad could stay in to rest whilst me and my brother went out to roam TokyoThank you very much for everything We will all definitely recommend your lovely apartment to all our friends and families whom wishes to travel to Tokyo Destination number 1 in Tokyo  Oshiage Holiday Apartment 
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Our stay at Yoshimi  Marek Markowskis apartment was fantastic My husband and I stayed there for a week in October 2012It was a cozy very well equiped comfortable appartment that had everything we needed to have a very enjoyable stayWe arrived in the evening which made the appartment hard to find as we couldnt see the yellow building given in instructions on how to get there The directions were a bit confusing but a very nice lady helped us find it Yoshimi was home when we arrived so she opened the door for us as we could not find the box key The box key is a lock attached to the side window I guess we were looking for a mailbox or a small locker so we couldnt find it The survival guide Yoshimi  Marek left for us was flawless It explained how to use the appliances in the apartment which have all instructions in Japanese  but it also included very valuable information about Tokyo The walk from Oshiage subway station is about 15 minutes and there are grocery stores and few restaurants close to the appartment which made it even more convenient We highly recommend Yoshimi  Mareks apartment as a great accommodation option in Tokyo
