id,latitude,longitude,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,comments,kr_comments
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Tuan rumahnya baik rumah Dibersihkan setiap hari dan di beri ganti handuk bersih setiap hari Seputar lokasi banyak penjual makanan swalayan dan family mart Sangat direkomendasikan,"호스트님도 친절하시고, 집도 매일 청소해주고 깨끗한 수건도 매일 갈아줍니다. 주변에 슈퍼마켓과 패밀리마트 음식 파는 곳이 많습니다. 적극 추천합니다."
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,出乎意料的干净整洁br周边设施也非常的齐全br地铁非常方便从地铁口走到住的地方就几f分钟的时间br房东也非常的热情周到最后怕我们不方便h还送我们去地铁站非常的nice,생각외로 깨끗하고 깔끔합니다. 주변 시설도 매우 완벽합니다. 지하철이 매우 편리합니다. 지하철 입구에서 우리가 사는 곳까지 도보로 몇 분밖에 걸리지 않습니다. 집주인도 매우 따뜻하고 세심합니다. 마지막으로 그는 심지어 불편할까봐 지하철 역으로 갔습니다. 아주 좋아요
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Our family of four stayed a week at the Pine House The hosts Koji Nami and Mr T were just fantastic Instructions and tips were detailed and thoughtful The property was beautifully designed and in tiptop condition There was daily housekeeping and fresh towels And the most friendly Mr T brought us delicious fresh apple juice frequently We also had a great yakitori dinner with him in a local restaurant That was how hospitable he was brMy family members have stayed in numerous airbnb properties in various countries but none could compare with KN and Mr T We would gladly give them a rating of 6 out of 5 All airbnb hosts should be like them,"우리 4인 가족은 일주일 동안 Pine House에 머물렀습니다. 호스트인 Koji Nami와 Mr T는 정말 환상적이었습니다. 지침과 팁은 자세하고 사려 깊었습니다. 숙소는 아름답게 디자인되었으며 최상의 상태였습니다. 매일 하우스키핑이 이루어지고 깨끗한 수건이 있었고, 가장 친절한 Mr T 맛있는 신선한 사과 주스를 자주 가져왔습니다. 우리는 또한 현지 식당에서 그와 함께 맛있는 야키토리 저녁을 먹었습니다. 그는 정말 친절했습니다br우리 가족은 여러 나라의 수많은 에어비앤비 숙소에 머물렀지만 그 누구도 KN과 Mr T와 비교할 수 없습니다. 우리는 기꺼이 할 것입니다 5점 만점에 6점을 주세요. 모든 에어비앤비 호스트는 그들과 같아야 합니다."
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,干净整洁两层住起来很方便位置离景点比较远是一个当地人的住宿区可以体验当地人的生活老板们都很热情,깨끗하고 깔끔해요 2층이라 생활하기 매우 편리해요 위치가 관광지와 멀리 떨어져있어요 현지인을 위한 숙소입니다 현지인의 생활을 체험할수있습니다 사장님들이 매우 열정적입니다.
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,I loved staying with kn they were the most amazing and helpful hosts When we arrived at their beautiful house there was a welcome note They gave advice on all the places to eat near by and visited us once a day They gave us directions when we needed them when we checked out Mr T who had been so kind and helpful the whole trip gave us a ride to the local train station,KN과 함께 지내는 것이 정말 좋았습니다. 그들은 가장 놀랍고 도움이 되는 호스트였습니다. 우리가 그들의 아름다운 집에 도착했을 때 환영 메모가 있었습니다. 그들은 근처에 먹을 수 있는 모든 장소에 대해 조언을 해주고 하루에 한 번씩 우리를 방문했습니다. 필요할 때 길을 알려 주었습니다. 매우 친절하고 도움이 되었던 Mr T를 확인했을 때 전체 여행 동안 우리는 지역 기차역까지 태워주었습니다.
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The house is very clean and cozy which is the same with photo advised host is also helpful and nice even drive us to the subway station Just a bit far from central so will take some time if u want to go shopping to Ginza or shibuya or other places but also within one hour The infomation guide from host got everything needed also there is a direct train from the house to Haneda airport very convenientbrI will definately recommend this place if u want to experience the local life style here with your family,집은 매우 깨끗하고 아늑합니다. 사진에 조언한 호스트와 동일합니다. 호스트도 도움이 되고 친절하며 지하철 역까지 데려다 주기도 합니다. 중앙에서 조금 떨어져 있으므로 긴자나 시부야 등으로 쇼핑을 가려면 시간이 좀 걸릴 것입니다. 호스트의 정보 가이드는 필요한 모든 것을 갖추고 있으며 숙소에서 하네다 공항까지 직행 열차가 있어 매우 편리합니다br가족과 함께 현지 생활 방식을 경험하고 싶다면 이 숙소를 꼭 추천하겠습니다.
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,非常满意房东人也非常热情友好__,매우 만족합니다. 집주인도 매우 따뜻하고 친절합니다__
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,东京的地铁四通八达不过有点复杂第一天转了3个小时才搞清楚怎么坐房东也及时给了建议,도쿄 지하철은 연결이 잘 되어있지만 좀 복잡해요. 첫날 지하철 타는 방법을 알아내는 데 3시간이 걸렸어요. 집주인도 시기적절하게 조언을 해줬어요.
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The house is located in a lovely neibourhood with lots to explore around It was very suitable for a group of four like ours The space was neatly designed and very clean The host was also very friendly and welcoming We truly enjoy our experience living here and would definitely recommand this place to all my friends ,집은 둘러볼 곳이 많은 사랑스러운 동네에 위치하고 있습니다. 우리와 같은 4인 그룹에게 매우 적합했습니다. 공간은 깔끔하게 디자인되었고 매우 깨끗했습니다. 호스트도 매우 친절하고 따뜻했습니다. 이곳에서의 생활이 정말 즐거웠고 꼭 가보고 싶습니다. 모든 친구들에게 이곳을 추천해요
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,房子里京成立石站很近离浅草寺也很近房东真的超热情亲自去车站接我们还告诉我们最近有花火大会送了一瓶很好喝的果汁房子很干净每天都会来打扫和收垃圾附近有一条河晚上可以过去逛逛特别舒服房子住的很开心,집은 교케이시역과 센소지에서 매우 가깝습니다. 집주인이 정말 열정적으로 우리를 역까지 직접 픽업해 주었습니다. 최근에 불꽃놀이 축제가 있었다고 말하며 맛있는 주스 한 병을 주었습니다. 집이 매우 좋습니다. 깨끗하고 청소도 해주고 근처에 쓰레기도 수거해 줍니다. 밤에 산책할 수 있는 강이 있습니다. 집이 매우 편안합니다. 그 집에 살아서 매우 행복합니다.
